data;1THB;1USD;1AUD;1HKD;1CAD;1NZD;1SGD;1EUR;100HUF;1CHF;1GBP;1UAH;100JPY;1CZK;1DKK;100ISK;1NOK;1SEK
20160128;0.1141;4.0872;2.8966;0.5246;2.908;2.6453;2.8663;4.4588;1.4235;4.0265;5.8507;0.1625;3.4411;0.165;0.5975;3.1433;0.4729;0.4803
20160129;0.114;4.0723;2.8878;0.5229;2.9027;2.6491;2.8614;4.4405;1.4224;3.9949;5.8443;0.1594;3.369;0.1643;0.595;3.1359;0.4701;0.4773
20160201;0.1141;4.0638;2.869;0.5219;2.8916;2.6277;2.8525;4.4104;1.4188;3.973;5.7868;0.1596;3.3524;0.1631;0.591;3.1169;0.4691;0.4744
20160202;0.1127;4.0333;2.8403;0.5182;2.8738;2.6146;2.8261;4.4015;1.4139;3.952;5.7918;0.1569;3.3419;0.1629;0.5898;3.104;0.4617;0.4718
20160203;0.1125;4.0325;2.8416;0.5174;2.8748;2.6544;2.8159;4.4024;1.4159;3.9642;5.8291;0.1566;3.3725;0.1629;0.5899;3.1047;0.4629;0.4713
20160204;0.111;3.9492;2.8479;0.5072;2.8791;2.6461;2.8079;4.4078;1.4232;3.9431;5.7822;0.1533;3.3549;0.1631;0.5906;3.0921;0.4646;0.4696
20160205;0.1111;3.942;2.8342;0.5061;2.8734;2.6483;2.8208;4.4135;1.4253;3.9756;5.7326;0.1522;3.3723;0.1633;0.5914;3.1005;0.4629;0.4698
20160208;0.1113;3.9525;2.8028;0.5076;2.8434;2.6211;2.8127;4.4185;1.4242;3.9869;5.7338;0.1529;3.3858;0.1633;0.592;3.1051;0.4617;0.47
20160209;0.1121;3.9771;2.7971;0.5102;2.8616;2.6255;2.8331;4.449;1.4285;4.0447;5.7425;0.1532;3.45;0.1644;0.5961;3.1243;0.4627;0.4688
20160210;0.1114;3.9383;2.8006;0.5053;2.8418;2.6242;2.8297;4.4366;1.4261;4.0445;5.7095;0.1532;3.4271;0.1641;0.5945;3.1134;0.4624;0.4674
20160211;0.1112;3.9219;2.7609;0.5035;2.8077;2.6086;2.8208;4.4407;1.424;4.0541;5.6707;0.1525;3.522;0.164;0.595;3.1054;0.4577;0.4662
20160212;0.1098;3.9074;2.7763;0.5014;2.8099;2.6054;2.8035;4.4136;1.4264;4.0089;5.6825;0.152;3.4727;0.1632;0.5913;3.0918;0.4561;0.4666
20160215;0.11;3.922;2.8035;0.5039;2.8373;2.6158;2.8033;4.396;1.4222;3.9935;5.6774;0.1466;3.443;0.1624;0.589;3.0882;0.4568;0.4642
20160216;0.1107;3.9404;2.8226;0.5059;2.8588;2.6013;2.8121;4.4042;1.4201;3.9938;5.6979;0.1469;3.4588;0.1629;0.5901;3.095;0.4576;0.4655
20160217;0.1107;3.9431;2.8061;0.5064;2.8496;2.6017;2.8036;4.3905;1.4149;3.98;5.6455;0.1455;3.4575;0.1624;0.5882;3.0789;0.4564;0.4642
20160218;0.1109;3.9416;2.825;0.5068;2.8794;2.6155;2.8125;4.3902;1.4168;3.9729;5.6364;0.1507;3.4634;0.1624;0.5882;3.0776;0.4603;0.466
20160219;0.1106;3.9531;2.8101;0.5086;2.8711;2.6151;2.8111;4.383;1.4162;3.9714;5.6504;0.147;3.5008;0.1622;0.5873;3.0693;0.4605;0.4675
20160222;0.1102;3.9391;2.8319;0.507;2.8636;2.624;2.8114;4.3655;1.4159;3.9668;5.5861;0.1453;3.4842;0.1615;0.5851;3.0614;0.459;0.4656
20160223;0.111;3.9671;2.8708;0.5107;2.8881;2.6549;2.8207;4.3655;1.4206;3.9835;5.6025;0.1456;3.5424;0.1613;0.5851;3.0646;0.4603;0.4667
20160224;0.1115;3.9803;2.8569;0.5125;2.8865;2.6337;2.833;4.372;1.4105;4.0103;5.5486;0.1462;3.5566;0.1617;0.5859;3.0745;0.4585;0.4675
20160225;0.1113;3.9705;2.8479;0.511;2.896;2.6468;2.8284;4.3739;1.4107;4.0069;5.5324;0.1455;3.5415;0.1618;0.5862;3.0716;0.458;0.4673
20160226;0.111;3.9545;2.8559;0.5091;2.9276;2.6718;2.8255;4.357;1.4036;3.9888;5.5475;0.1457;3.5014;0.161;0.584;3.0694;0.4581;0.4646
20160229;0.1121;3.9935;2.8478;0.5138;2.9392;2.6339;2.8409;4.3589;1.403;3.9922;5.5376;0.1471;3.5379;0.1611;0.5843;3.0794;0.4587;0.4679
20160301;0.112;3.9924;2.8517;0.5136;2.9489;2.6335;2.8463;4.3365;1.4026;3.9909;5.571;0.1474;3.5298;0.1603;0.5813;3.0657;0.4606;0.4644
20160302;0.1121;3.9861;2.8746;0.5127;2.9613;2.6326;2.8413;4.3333;1.3988;3.9933;5.5505;0.1496;3.4863;0.1602;0.581;3.0689;0.4604;0.4634
20160303;0.1121;3.9805;2.9112;0.5119;2.9625;2.6638;2.8581;4.325;1.3997;3.9891;5.6045;0.1518;3.4927;0.1599;0.5799;3.0598;0.4596;0.4625
20160304;0.1116;3.9545;2.9141;0.509;2.9396;2.668;2.8601;4.334;1.3985;3.9822;5.5894;0.1478;3.4768;0.1602;0.581;3.0586;0.4611;0.4641
20160307;0.1115;3.9515;2.9227;0.5087;2.958;2.668;2.8556;4.3292;1.4019;3.9532;5.5911;0.1505;3.4816;0.16;0.5802;3.0628;0.4633;0.4642
20160308;0.111;3.9333;2.9229;0.5064;2.9471;2.6572;2.8416;4.3325;1.3925;3.9664;5.5986;0.1498;3.4823;0.1601;0.5806;3.0597;0.4589;0.4634
20160309;0.1115;3.9395;2.9456;0.5073;2.9402;2.6672;2.8503;4.3215;1.3917;3.9468;5.6065;0.1507;3.5032;0.1598;0.5792;3.0541;0.4603;0.4646
20160310;0.1116;3.932;2.939;0.5065;2.9627;2.6233;2.8482;4.3131;1.391;3.9447;5.5869;0.1542;3.4678;0.1595;0.5782;3.0546;0.4613;0.465
20160311;0.1106;3.8903;2.9175;0.5013;2.9388;2.6008;2.825;4.3226;1.3921;3.9409;5.5543;0.1502;3.4179;0.1597;0.5794;3.0722;0.4565;0.4642
20160314;0.1097;3.847;2.9064;0.496;2.9071;2.5891;2.7994;4.2813;1.3791;3.8983;5.5307;0.1452;3.3878;0.1583;0.574;3.0461;0.4545;0.4608
20160315;0.1101;3.8649;2.8853;0.4984;2.8871;2.5704;2.7992;4.2824;1.3819;3.9107;5.4738;0.144;3.4169;0.1583;0.5742;3.0469;0.4532;0.4627
20160316;0.1106;3.8749;2.8909;0.4993;2.8981;2.5615;2.8065;4.298;1.3812;3.9192;5.4703;0.1439;3.4117;0.1589;0.5764;3.0591;0.4516;0.4652
20160317;0.1094;3.8037;2.901;0.4905;2.9269;2.5929;2.8052;4.2989;1.3839;3.9143;5.4355;0.1426;3.4137;0.1589;0.5765;3.051;0.4541;0.4664
20160318;0.1087;3.7882;2.8867;0.4884;2.9103;2.5762;2.7916;4.2705;1.3741;3.9045;5.4708;0.1435;3.4033;0.1579;0.573;3.0341;0.4548;0.4612
20160321;0.1084;3.7838;2.8818;0.488;2.9012;2.5667;2.786;4.2603;1.3736;3.8994;5.4511;0.1422;3.3921;0.1576;0.5716;3.0226;0.4516;0.4604
20160322;0.1089;3.8005;2.8856;0.4901;2.9075;2.5637;2.7934;4.259;1.3694;3.9104;5.4307;0.1458;3.4019;0.1575;0.5714;3.0292;0.4504;0.46
20160323;0.1082;3.801;2.8853;0.4901;2.9069;2.5489;2.7803;4.2533;1.359;3.8951;5.3877;0.1462;3.3744;0.1573;0.5707;3.0219;0.4502;0.4602
20160324;0.1082;3.824;2.8677;0.4928;2.885;2.5563;2.7918;4.2715;1.3605;3.9201;5.3872;0.1453;3.3924;0.1579;0.5731;3.0391;0.4501;0.4617
20160325;0.1082;3.8174;2.8734;0.4921;2.8862;2.5595;2.7833;4.263;1.3601;3.9087;5.403;0.1471;3.3778;0.1575;0.5719;3.0331;0.4498;0.46
20160329;0.1074;3.8037;2.8616;0.4904;2.881;2.561;2.7796;4.2535;1.3559;3.9025;5.4216;0.1436;3.3451;0.1572;0.5706;3.0231;0.4494;0.4593
20160330;0.1064;3.7495;2.8732;0.4836;2.875;2.5952;2.7763;4.2445;1.3537;3.889;5.3974;0.1428;3.3412;0.1568;0.5694;3.0178;0.4495;0.4594
20160331;0.1068;3.759;2.8838;0.4847;2.9007;2.6018;2.7914;4.2684;1.3586;3.904;5.4078;0.1436;3.3463;0.1578;0.5729;3.0348;0.4532;0.4624
20160401;0.1059;3.7193;2.8537;0.4796;2.8564;2.5677;2.7574;4.2387;1.3518;3.8722;5.326;0.1429;3.3097;0.1568;0.5688;3.0179;0.45;0.4587
20160404;0.1057;3.7254;2.8382;0.4804;2.8523;2.555;2.7549;4.2355;1.355;3.8771;5.2871;0.1438;3.3386;0.1567;0.5688;3.021;0.4471;0.4581
20160405;0.1058;3.7337;2.8243;0.4815;2.8454;2.5323;2.7535;4.2452;1.3573;3.8915;5.3145;0.1431;3.3799;0.157;0.5706;3.028;0.4478;0.458
20160406;0.1064;3.751;2.8327;0.4836;2.8499;2.5479;2.7659;4.2577;1.3632;3.9042;5.2933;0.1446;3.3983;0.1575;0.572;3.0336;0.4497;0.46
20160407;0.1063;3.7414;2.8358;0.4823;2.8607;2.5555;2.7733;4.2601;1.3668;3.9139;5.2704;0.145;3.4516;0.1576;0.5723;3.0224;0.4508;0.4588
20160408;0.1074;3.7701;2.846;0.486;2.8809;2.5597;2.7946;4.293;1.3728;3.9423;5.319;0.1471;3.462;0.1588;0.5768;3.0501;0.4549;0.4621
20160411;0.1072;3.7587;2.8393;0.4845;2.8924;2.564;2.7934;4.2826;1.3721;3.9344;5.3362;0.1468;3.4759;0.1584;0.5755;3.0427;0.4566;0.4613
20160412;0.107;3.749;2.8698;0.4835;2.9128;2.5838;2.7875;4.2867;1.3743;3.942;5.3587;0.147;3.463;0.1586;0.5759;3.0467;0.4604;0.4656
20160413;0.1078;3.7771;2.8958;0.487;2.9517;2.6165;2.8013;4.2827;1.3763;3.9343;5.3654;0.1483;3.4591;0.1584;0.5755;3.0439;0.4605;0.4665
20160414;0.1087;3.8174;2.9339;0.492;2.9705;2.6225;2.7993;4.3016;1.3824;3.9511;5.4003;0.1487;3.4955;0.1591;0.578;3.0627;0.4636;0.4688
20160415;0.1088;3.8176;2.9465;0.4922;2.9743;2.6371;2.8082;4.3;1.3813;3.9451;5.4071;0.1501;3.4901;0.1591;0.5779;3.067;0.4631;0.4684
20160418;0.1085;3.801;2.9254;0.4902;2.947;2.6363;2.8045;4.2978;1.3836;3.9395;5.3945;0.1492;3.5074;0.159;0.5776;3.0655;0.4615;0.4681
20160419;0.1086;3.7925;2.9477;0.4889;2.9694;2.6572;2.8199;4.2977;1.3849;3.9354;5.4302;0.149;3.4697;0.159;0.5775;3.0676;0.4641;0.4683
20160420;0.1084;3.7842;2.9564;0.4878;2.9828;2.6518;2.825;4.3004;1.3882;3.9352;5.4394;0.1488;3.4728;0.1591;0.5778;3.0641;0.4654;0.4682
20160421;0.1084;3.7981;2.9655;0.4895;2.9986;2.6439;2.8203;4.2885;1.3845;3.9102;5.4357;0.1497;3.4592;0.1586;0.5763;3.0501;0.4668;0.4686
20160422;0.1096;3.8399;2.9728;0.495;3.0118;2.6425;2.8448;4.3283;1.3958;3.9302;5.5078;0.1514;3.4788;0.1601;0.5816;3.0784;0.4679;0.4718
20160425;0.1109;3.8962;3.0036;0.5023;3.0698;2.6777;2.8793;4.386;1.4117;3.9947;5.622;0.1537;3.5043;0.1623;0.5894;3.1206;0.4734;0.4784
20160426;0.1107;3.8935;3.014;0.5021;3.0809;2.684;2.8811;4.3978;1.4088;4;5.6746;0.154;3.513;0.1626;0.5909;3.1323;0.4754;0.4802
20160427;0.1104;3.8793;2.9582;0.5002;3.0824;2.6611;2.8751;4.3926;1.408;3.9896;5.6617;0.1539;3.4888;0.1625;0.5902;3.1297;0.4761;0.4782
20160428;0.1105;3.8695;2.9545;0.4987;3.0833;2.692;2.88;4.394;1.4123;4.002;5.6504;0.1536;3.5776;0.1625;0.5903;3.133;0.4751;0.4801
20160429;0.111;3.8738;2.9539;0.4993;3.0918;2.6991;2.8834;4.4078;1.4135;4.0215;5.6496;0.1537;3.6167;0.1631;0.5921;3.1473;0.4783;0.481
20160502;0.1095;3.8195;2.9078;0.4923;3.0412;2.6739;2.8433;4.3842;1.4071;3.9844;5.5814;0.152;3.5873;0.1621;0.589;3.1327;0.4736;0.4774
20160504;0.109;3.83;2.8663;0.4935;3.0057;2.6375;2.8253;4.3992;1.4059;4.0078;5.5465;0.1521;3.5842;0.1627;0.5911;3.14;0.4703;0.4753
20160505;0.1094;3.8475;2.8794;0.4957;3.0004;2.6509;2.8352;4.4003;1.4074;4.0005;5.5802;0.1531;3.5853;0.1627;0.5914;3.1408;0.472;0.4748
20160506;0.1101;3.8732;2.8551;0.499;3.0158;2.6508;2.8503;4.4236;1.4133;4.0047;5.6116;0.1539;3.6219;0.1636;0.5946;3.1575;0.4725;0.4774
20160509;0.1102;3.873;2.8471;0.499;2.9945;2.6446;2.8386;4.4123;1.4038;3.9961;5.5901;0.1538;3.5907;0.1633;0.5931;3.1562;0.474;0.4761
20160510;0.1103;3.8853;2.8638;0.5005;3.0068;2.6278;2.8411;4.4275;1.4036;4.0001;5.613;0.154;3.5655;0.1638;0.5951;3.1659;0.4739;0.477
20160511;0.1101;3.8855;2.8531;0.5005;3.0059;2.6363;2.8353;4.4241;1.404;3.9877;5.6012;0.1531;3.5745;0.1637;0.5946;3.1635;0.473;0.4765
20160512;0.11;3.8811;2.8474;0.5001;3.0214;2.6497;2.8338;4.4275;1.404;4.0008;5.603;0.1533;3.5621;0.1639;0.595;3.1602;0.4787;0.4768
20160513;0.1094;3.8775;2.8274;0.4996;3.0154;2.6382;2.8292;4.4016;1.395;3.9944;5.589;0.1521;3.5664;0.1627;0.5916;3.144;0.4748;0.4722
20160516;0.1092;3.8625;2.8167;0.4975;2.9906;2.6236;2.8219;4.3727;1.3869;3.9577;5.5449;0.1522;3.5496;0.1617;0.5878;3.1267;0.4722;0.4692
20160517;0.1085;3.8508;2.8206;0.4961;2.9855;2.6177;2.8134;4.361;1.3852;3.9361;5.5725;0.1526;3.5127;0.1614;0.5862;3.1183;0.4712;0.4672
20160518;0.1096;3.9005;2.8371;0.5025;3.0077;2.64;2.8327;4.3937;1.3922;3.966;5.6243;0.1546;3.5626;0.1626;0.5907;3.1428;0.4733;0.4707
20160519;0.1098;3.9161;2.8248;0.5043;2.9951;2.6438;2.8415;4.396;1.3909;3.9693;5.7359;0.155;3.5574;0.1626;0.5911;3.1456;0.4685;0.4688
20160520;0.1102;3.9358;2.8478;0.5068;3.008;2.6623;2.8503;4.4163;1.3952;3.9724;5.7355;0.1562;3.5667;0.1634;0.5938;3.1601;0.4734;0.4724
20160523;0.1108;3.9513;2.8537;0.5086;3.0089;2.6837;2.8638;4.4293;1.4017;3.9862;5.7449;0.1574;3.6055;0.1639;0.5956;3.1706;0.4736;0.4744
20160524;0.1113;3.9789;2.8503;0.5122;3.0214;2.6776;2.8771;4.4482;1.4047;4.0105;5.7821;0.1583;3.6315;0.1646;0.5982;3.1875;0.4741;0.4757
20160525;0.1112;3.9684;2.8551;0.511;3.0258;2.6792;2.8755;4.4238;1.4058;4;5.8139;0.1582;3.6004;0.1637;0.5949;3.1678;0.4763;0.4776
20160527;0.1105;3.9393;2.8442;0.5076;3.022;2.6514;2.8656;4.4063;1.4033;3.9795;5.7738;0.1568;3.593;0.163;0.5925;3.1575;0.4747;0.475
20160530;0.1104;3.947;2.8344;0.5081;3.0214;2.6426;2.8576;4.3945;1.3987;3.9757;5.761;0.1569;3.5515;0.1626;0.5909;3.1524;0.4719;0.474
20160531;0.1102;3.9369;2.8475;0.5067;3.0117;2.6446;2.8512;4.382;1.3946;3.9701;5.7469;0.1567;3.5473;0.1621;0.5892;3.148;0.4702;0.4723
20160601;0.1104;3.935;2.8551;0.5065;3.006;2.674;2.8547;4.3895;1.3994;3.9658;5.6903;0.1569;3.5812;0.1624;0.5902;3.1568;0.4714;0.4733
20160602;0.1101;3.9204;2.832;0.5045;2.997;2.6689;2.8498;4.3944;1.4014;3.9731;5.6614;0.1566;3.5962;0.1626;0.5908;3.1603;0.4711;0.4726
20160603;0.1107;3.9384;2.8545;0.5069;3.0094;2.6933;2.8626;4.3913;1.4049;3.9746;5.6867;0.1579;3.6178;0.1625;0.5904;3.1524;0.4726;0.4737
20160606;0.1094;3.8602;2.8404;0.4968;2.9796;2.6705;2.8394;4.3835;1.4063;3.9598;5.5713;0.1545;3.6013;0.1623;0.5893;3.1434;0.4723;0.4745
20160607;0.1087;3.8298;2.849;0.4931;2.9985;2.6602;2.8307;4.3533;1.3987;3.9639;5.5923;0.1534;3.5549;0.161;0.5853;3.1229;0.471;0.4718
20160608;0.1083;3.815;2.8391;0.4913;2.9985;2.666;2.82;4.3377;1.3967;3.9554;5.5448;0.1529;3.5626;0.1605;0.5833;3.1139;0.4705;0.4697
20160609;0.1084;3.8126;2.8385;0.4913;2.9994;2.7171;2.8224;4.3334;1.3902;3.9703;5.5174;0.1523;3.5803;0.1604;0.5827;3.1108;0.468;0.4677
20160610;0.1093;3.8545;2.8498;0.4966;3.0228;2.7331;2.8419;4.3558;1.3983;3.9941;5.5662;0.1541;3.6025;0.1612;0.5858;3.1337;0.4706;0.4692
20160613;0.1106;3.8943;2.8824;0.5017;3.0474;2.749;2.8692;4.39;1.4055;4.036;5.5109;0.156;3.6746;0.1624;0.5904;3.1594;0.4718;0.4711
20160614;0.112;3.9483;2.9017;0.5088;3.0748;2.771;2.9121;4.4363;1.4135;4.092;5.582;0.1585;3.7328;0.164;0.5967;3.1939;0.4733;0.4755
20160615;0.1115;3.9351;2.9078;0.5071;3.0622;2.7646;2.9048;4.4155;1.407;4.075;5.5864;0.1581;3.7018;0.1631;0.5938;3.1823;0.4715;0.4733
20160616;0.112;3.9469;2.9045;0.5087;3.0415;2.7795;2.9211;4.4445;1.4114;4.1058;5.592;0.1586;3.7888;0.1642;0.5977;3.2044;0.4724;0.4731
20160617;0.1118;3.9412;2.912;0.5079;3.0489;2.7797;2.9189;4.4363;1.4104;4.0942;5.6352;0.1582;3.779;0.1639;0.5966;3.195;0.47;0.4728
20160620;0.1101;3.8724;2.8914;0.4991;3.0222;2.7598;2.8851;4.3945;1.4066;4.0355;5.6736;0.1556;3.7041;0.1624;0.591;3.1649;0.4678;0.4697
20160621;0.1102;3.8741;2.9067;0.4994;3.0337;2.7713;2.8919;4.3935;1.4023;4.038;5.72;0.1557;3.7101;0.1623;0.5908;3.1653;0.4696;0.4717
20160622;0.1105;3.8945;2.9161;0.502;3.0454;2.7847;2.9018;4.39;1.3948;4.0597;5.708;0.1565;3.7289;0.1622;0.5902;3.1662;0.4691;0.4704
20160623;0.1097;3.8593;2.9149;0.4975;3.022;2.7807;2.8867;4.3806;1.3922;4.0383;5.7028;0.155;3.6917;0.1618;0.5888;3.1663;0.4693;0.4699
20160624;0.1132;3.9994;2.9563;0.5154;3.0744;2.8207;2.9522;4.4526;1.4033;4.1028;5.5644;0.1609;3.8831;0.1644;0.5987;3.2195;0.4729;0.4719
20160627;0.114;4.0263;2.9913;0.5189;3.0926;2.8486;2.9684;4.4485;1.4019;4.1358;5.3638;0.1617;3.9465;0.1642;0.5981;3.2212;0.4735;0.4734
20160628;0.1133;4.003;2.961;0.5159;3.0827;2.8286;2.9532;4.4244;1.3947;4.0814;5.3226;0.1608;3.9196;0.1631;0.5948;3.2049;0.472;0.4695
20160629;0.1133;3.9905;2.9633;0.5142;3.0719;2.8279;2.9583;4.414;1.3919;4.0712;5.3441;0.1605;3.8904;0.1629;0.5935;3.2067;0.4714;0.4684
20160630;0.1132;3.9803;2.9615;0.5129;3.0733;2.8295;2.9498;4.4255;1.3996;4.0677;5.3655;0.1603;3.8688;0.1636;0.5949;3.2256;0.4749;0.4696
20160701;0.1127;3.9548;2.9607;0.5098;3.0574;2.8354;2.9413;4.3921;1.3878;4.0547;5.2616;0.1593;3.8561;0.1622;0.5905;3.2106;0.4721;0.467
20160704;0.1137;3.9886;2.9932;0.5141;3.0944;2.8648;2.9642;4.4304;1.3987;4.0884;5.2847;0.1607;3.8836;0.1636;0.5954;3.2457;0.478;0.4712
20160705;0.1136;3.9963;2.9922;0.5152;3.097;2.8741;2.9575;4.4501;1.4034;4.1165;5.2465;0.1545;3.9286;0.1644;0.5981;3.2601;0.4789;0.4726
20160706;0.1142;4.0225;2.9963;0.5185;3.0941;2.8567;2.9701;4.4469;1.404;4.1042;5.2038;0.162;3.9931;0.1645;0.5977;3.2602;0.4757;0.4698
20160707;0.1138;4.0036;3.0175;0.5162;3.0989;2.8921;2.9728;4.438;1.4024;4.0984;5.1995;0.1614;3.9644;0.1642;0.5964;3.2561;0.474;0.4683
20160708;0.1135;4.0001;3.0003;0.5156;3.0733;2.9022;2.9664;4.4295;1.4066;4.0857;5.1734;0.1611;3.9757;0.1639;0.5953;3.2534;0.4704;0.4671
20160711;0.114;4.006;3.0197;0.5164;3.0588;2.8974;2.968;4.417;1.4076;4.0657;5.1504;0.1612;3.9222;0.1634;0.5938;3.2526;0.4703;0.466
20160712;0.1133;3.9807;3.0362;0.513;3.0505;2.9056;2.9525;4.4224;1.4116;4.0582;5.2339;0.1603;3.8496;0.1635;0.5946;3.253;0.4717;0.4675
20160713;0.1131;3.9809;3.0271;0.5131;3.0475;2.8979;2.953;4.4016;1.4027;4.0324;5.2771;0.1604;3.8149;0.1628;0.5918;3.2448;0.4717;0.4654
20160714;0.1131;3.9681;3.03;0.5116;3.0685;2.8644;2.9465;4.407;1.405;4.045;5.2455;0.1601;3.7553;0.1631;0.5925;3.2512;0.4724;0.4675
20160715;0.1134;3.9598;3.0313;0.5108;3.0722;2.8479;2.9459;4.4121;1.402;4.0432;5.3142;0.1597;3.7394;0.1632;0.5932;3.2634;0.4728;0.4664
20160718;0.1138;3.9853;3.0307;0.5138;3.0809;2.8367;2.9563;4.4032;1.397;4.0499;5.2882;0.1603;3.7703;0.1629;0.592;3.2604;0.4714;0.4654
20160719;0.1131;3.9582;2.9699;0.5105;3.0439;2.7824;2.9289;4.3811;1.3914;4.028;5.2227;0.1596;3.7315;0.162;0.589;3.2477;0.4681;0.4626
20160720;0.1135;3.979;2.9775;0.5131;3.0491;2.8044;2.9291;4.3776;1.3917;4.0283;5.2332;0.1604;3.7375;0.1621;0.5885;3.2475;0.4675;0.462
20160721;0.1134;3.9685;2.9754;0.5116;3.0391;2.7735;2.9285;4.3706;1.3897;4.018;5.2374;0.1599;3.7421;0.1617;0.5876;3.2423;0.4663;0.4613
20160722;0.1131;3.9504;2.9535;0.5093;3.009;2.7617;2.9137;4.3564;1.3887;4.0072;5.2066;0.1592;3.718;0.1612;0.5856;3.2318;0.4649;0.4599
20160725;0.1132;3.9697;2.972;0.5118;3.0167;2.771;2.9165;4.36;1.3944;4.0275;5.2222;0.1601;3.7322;0.1613;0.5861;3.2465;0.4638;0.459
20160726;0.1134;3.9682;2.9865;0.5115;3.0024;2.8042;2.9246;4.3694;1.3959;4.0299;5.2066;0.1601;3.8048;0.1616;0.5874;3.2607;0.4622;0.4597
20160727;0.1136;3.9739;2.9758;0.5124;3.0106;2.7994;2.9279;4.3695;1.3944;3.9968;5.2074;0.1603;3.7653;0.1617;0.5874;3.2706;0.463;0.4582
20160728;0.1129;3.9389;2.9697;0.5079;2.9995;2.7963;2.9175;4.3736;1.3975;4.0038;5.1937;0.1588;3.7598;0.1617;0.5879;3.286;0.4635;0.4587
20160729;0.1129;3.9364;2.9523;0.5074;2.9866;2.7935;2.9124;4.3684;1.3984;4.0256;5.1774;0.1587;3.7925;0.1615;0.5873;3.287;0.4601;0.4561
20160801;0.1124;3.904;2.959;0.5032;2.988;2.8082;2.9158;4.3576;1.3974;4.0313;5.1502;0.1573;3.8184;0.1612;0.5858;3.2875;0.4618;0.455
20160802;0.1117;3.882;2.9372;0.5003;2.9607;2.8019;2.8943;4.3484;1.3948;4.019;5.1378;0.1564;3.8156;0.1608;0.5846;3.2781;0.4589;0.4538
20160803;0.1104;3.8516;2.9251;0.4964;2.9347;2.7673;2.8718;4.3135;1.386;3.9776;5.1431;0.1552;3.8078;0.1595;0.5799;3.2518;0.4566;0.4529
20160804;0.1105;3.8588;2.9375;0.4976;2.9515;2.7647;2.8727;4.2971;1.3817;3.9628;5.1303;0.1556;3.8022;0.1589;0.5778;3.214;0.4556;0.4511
20160805;0.1106;3.8542;2.9523;0.497;2.9614;2.7807;2.8744;4.2975;1.3799;3.9592;5.0636;0.1553;3.8176;0.159;0.5778;3.2179;0.4573;0.4524
20160808;0.1106;3.8706;2.9534;0.499;2.9412;2.7604;2.8721;4.2912;1.3801;3.9423;5.0491;0.1559;3.7836;0.1588;0.577;3.2216;0.4557;0.451
20160809;0.1101;3.8482;2.9481;0.4961;2.9259;2.7467;2.8556;4.2693;1.3752;3.9148;5.0068;0.1551;3.7603;0.158;0.5741;3.2052;0.4546;0.4494
20160810;0.11;3.825;2.9512;0.4931;2.9284;2.7591;2.8504;4.2632;1.3735;3.9064;4.9906;0.1541;3.7707;0.1577;0.5732;3.2102;0.4604;0.4492
20160811;0.1101;3.8297;2.9509;0.4938;2.9312;2.769;2.8498;4.2674;1.3755;3.9242;4.9604;0.1541;3.7801;0.158;0.5737;3.2158;0.4616;0.4529
20160812;0.1097;3.8219;2.9384;0.4926;2.9451;2.7525;2.838;4.2626;1.3745;3.9205;4.9539;0.1523;3.7449;0.1578;0.5729;3.2195;0.4642;0.4521
20160816;0.1097;3.7929;2.9245;0.489;2.9441;2.7606;2.8298;4.27;1.3778;3.9295;4.9171;0.1517;3.7821;0.1579;0.5739;3.23;0.4634;0.4508
20160817;0.1097;3.8075;2.9078;0.491;2.9504;2.7574;2.832;4.2863;1.3808;3.9525;4.9518;0.1517;3.7763;0.1585;0.576;3.2435;0.4621;0.4517
20160818;0.1094;3.7826;2.9118;0.4878;2.9529;2.7559;2.822;4.2837;1.3795;3.9476;4.979;0.1501;3.7753;0.1585;0.5756;3.2366;0.4632;0.4519
20160819;0.1094;3.7905;2.8836;0.4887;2.9521;2.7521;2.8154;4.2884;1.3809;3.9596;4.9726;0.1501;3.7847;0.1587;0.5762;3.2439;0.462;0.4527
20160822;0.1098;3.809;2.9001;0.4913;2.9517;2.7625;2.8179;4.303;1.387;3.9555;4.9959;0.1505;3.7812;0.1592;0.5782;3.2586;0.4624;0.454
20160823;0.11;3.8061;2.9098;0.491;2.947;2.787;2.8205;4.3139;1.3889;3.9619;5.0197;0.1504;3.7998;0.1596;0.5797;3.2681;0.463;0.4555
20160824;0.1103;3.8174;2.9118;0.4923;2.9571;2.7973;2.823;4.3116;1.3915;3.963;5.0463;0.1506;3.8109;0.1595;0.5793;3.2688;0.4663;0.4563
20160825;0.1105;3.819;2.9111;0.4925;2.9566;2.7926;2.8225;4.3095;1.3916;3.9575;5.0463;0.1506;3.8056;0.1595;0.579;3.2685;0.4654;0.4542
20160826;0.1109;3.8328;2.9247;0.4942;2.9699;2.806;2.8328;4.327;1.3989;3.9695;5.0641;0.1506;3.816;0.1601;0.5811;3.2855;0.4662;0.4558
20160829;0.1121;3.8789;2.93;0.5001;2.9829;2.8106;2.8502;4.3395;1.4031;3.9686;5.0838;0.1521;3.7959;0.1606;0.5829;3.3025;0.4674;0.4568
20160830;0.1124;3.8858;2.9336;0.5009;2.9786;2.8117;2.852;4.3395;1.4044;3.9654;5.0781;0.1513;3.7982;0.1605;0.5829;3.3101;0.4672;0.4571
20160831;0.1129;3.9082;2.9396;0.5039;2.9848;2.8342;2.8674;4.3555;1.4056;3.9745;5.1392;0.1495;3.7895;0.1611;0.5851;3.3337;0.4697;0.458
